"كد شركت";"كد دوره";"Field3";"سر فصل";"زيرفصل";"ادامه زيرفصل"
14;17582;;"PERFORMING FILE SYSTEM BACK UP";;
14;18204;;"Troubleshooting NAT and PAT";;
14;21909;;"متدلوژي پروژه هاي BI";;
14;21944;;"جابه جايي، اسكيل قرينه و چرخاندن";;
14;23018;;"آشنايي با نقشه مدارهاي حفاظتي";;
14;23583;;"CONFIGURE FILE AND STORAGE  SOLUTION";;
15;263;;"IMPLEMENTS DATA COMPRESSION";;
15;265;;"آشنايي با داده كاوي و مدلهاي آن";;
15;267;;"Deployment";;
15;268;;"Performing Database Backups";;
15;270;;"Integrating Forms and Reports Applications";;
15;271;;"Tuning PGA and Temporary Space";;
15;282;;"تلفيق و mantage";;
15;283;;"Working with Composite Data Types";;
15;297;;"مديريت يکپارچگي";;
15;298;;"مستندسازي مدل فرايندي تحت يک قالب استاندارد";;
15;384;;"RECOGNIZE HOW EMC STORAGE PRODUCTS WORK";;
15;387;;"VMWARE VSPHERE:CERTIFIRD PROFESSIONAL EXAM PREPARATION WORKSHOP";;
15;15698;;"آشناي  با اصول  و طريقه  چاپ  در محيط شبكه";;
15;15725;15;"رندرسازي  انيميشن  و ايجاد يك  فايل  AVI";;
15;17025;;"USER/GROUP  ADMINISTRATION";;
15;17582;;"PERFORMING FILE SYSTEM RESTORES";;
15;18204;;"Troubleshooting DHCP";;
15;23583;;"IMPLEMENT BUSINESS CONTINVITY AND DISASTER RECOVERY";;
16;268;;"Performing Database Recovery";;
16;270;;"Why Move Reports Applications to the Web?";;
16;271;;"Automatic Memory Management";;
16;282;;"مباني و اصول گرافيك در كار ويدئو و صدا (مباني كار دوربين شات صدا، فاصله ها، نوع و جاي مناسب)";;
16;283;;"Using Cursors";;
16;15698;;"نوشتن  LOGIN SCRIPT";;
16;15725;10;"طراحي صحنه";;
16;17025;;"SYSTEM ADMINSTRATION";;
16;17582;;"BACKING UP A MOUNTED FILE SYSTEM WITH A UFS SNAPSHOT";;
16;18204;;"Troubleshooting IPv6, OSPFv3, and RIPng";;
16;23583;;"CONFIGURE NETWORK SERVICES";;
17;268;;"Moving Data";;
17;270;;"Migrating Reports Applications";;
17;271;;"Tuning Block Space Usage ";;
17;283;;"Handling Exceptions";;
17;15698;;"آشنايي  با مفهوم  ELIENT و راه  اندازي  آن";;
17;17025;;"NETWORKING";;
17;17582;;"DESCRIBING INTERFACE CONFIGURATION";;
17;23583;;"CONFIGURE THE ACTIVE DIRECTORY INFRASTRUCTURE";;
18;268;;"Enhancing Database Capabilities";;
18;270;;"Developing Reports for the Web";;
18;283;;"Creating Stored Procedures and Functions";;
18;17025;;"NETWORK SERVICES";;
18;17582;;"DESCRIBING THE CLIENT-SERVER MODEL";;
18;23583;;"CONFIGURE IDENTITY AND ACCESS SOLUTIONS";;
19;268;;"Performing Flashback";;
19;270;;"Using New Features in Oracle Reports: Development";;
19;17025;;"SECURITY";;
19;17582;;"INTRODUCING SUN CONNECTION SERVICES";;
20;270;;"Deploying Reports Using OracleAS Reports Services";;
20;17025;;"BOOT PROCESS AND RUN LEVELS";;
20;17582;;"MANAGING SWAP CONFIGURATION";;
21;17582;;"MANAGING CRASH DUMP AND CORE FILES";;
22;17582;;"CONFIGURING NFS";;
23;17582;;"CONFIGURING AUTOFS";;
24;17582;;"DESCRIBING RAID AND THE SOLARIS VOLUME MANAGER SOFTWARE";;
10;14020;-1;" تاريخچه پيدايش و تعاريف و اصطلاحات ISO22301";;
10;140201;-1;" تاريخچه پيدايش و تعاريف و اصطلاحات ISO22301";;
10;235803;-1;" تاريخچه پيدايش و تعاريف و اصطلاحات سري ISO20000";;
10;235804;-1;" تاريخچه پيدايش و تعاريف و اصطلاحات سري ISO20000";;
;203;0;"تاريخچه پيدايش استانداردها";;
;209;0;"مبناي هزينه هاي کيفيت - مراحل رشد و بلوغ کيفي سازمان";;
;10792;0;"مقدمه";;
;12279;0;"آشنايي با استانداردهاي مرتبط با طراحي کوره ها";;
;14019;0;"مرروي بر الزامات مرتبط در استاندارد ISO22301";;
;14020;0;"مروري بر الزامات قانوني و مقرراتي";;
;17472;0;" معرفي سيستم نفتي";;
;140201;0;"مروري بر الزامات قانوني و مقرراتي";;
;235803;0;"مروري بر الزامات قانوني و مقرراتي";;
;235804;0;"مروري بر الزامات قانوني و مقرراتي";;
;237933;0;"مقدمه اي بر مفهوم سيستم مديريت انرژي و استاندارد ISO50001";;
10;16403;0;" تاريخچه پيدايش و تعاريف و اصطلاحات سري ISO9000";;
10;17711;0;" تاريخچه پيدايش و تعاريف و اصطلاحات OHSAS18000";;
10;18099;0;"تشريح فرايند چهار مرحله اي آموزش";;
10;20517;0;" تاريخچه پيدايش و تعاريف و اصطلاحات ISO14001";;
10;22682;0;" تاريخچه پيدايش و تعاريف و اصطلاحات سري ISO17025";;
10;23793;0;"آشنايي با تاريخچه پيدايش سري  ISO50001";;
10;177111;0;" تاريخچه پيدايش و تعاريف و اصطلاحات OHSAS18000";;
10;205171;0;" تاريخچه پيدايش و تعاريف و اصطلاحات ISO14001";;
10;228222;0;" تاريخچه پيدايش و تعاريف و اصطلاحات سري ISO13485";;
10;237932;0;" تاريخچه پيدايش و تعاريف و اصطلاحات ISO50001";;
10;2379321;0;" تاريخچه پيدايش و تعاريف و اصطلاحات ISO50001";;
;0;1;"defining process safety management policy,goals, and objectives";;
;2;1;"STAFFING";;
;3;1;"Personality Traits Theories Emotions";;
;15;1;"	مقدمه اي بر تکنولوژي pinch و جايگاه آن در Design و Operation";;
;16;1;"مقدمه اي بر شبيه سازASPEN FLARE NET و بررسي تواناييهاي آن";;
;17;1;"معرفي انواع مبدلهاي حرارتي و آشنايي با انواع و اجزا مبدلهاي پوسته و لوله و آشنايي کلي با استاندارد TEMA";;
;18;1;"ياداوري شبيه سازي با نرم افزار ASPEN PLUS";;
;19;1;"معرفي مبدلهاي صفحه اي فين دار - PLATE FIN H.X";;
;26;1;"مقدمه اي بر تعادل فازي";;
;27;1;"آشنايي با شبکه هاي گاز رساني";;
;28;1;"آشنايي با مبدلهاي پوسته و لوله";;
;29;1;"مقدمه اي بر برنامه نويسي (AUTOMATION) در HYSYS";;
;56;1;"مقدمه اي بر شبيه سازي ديناميکي فرايندها و تفاوتهاي آن باشبيه سازي حالت يکنواخت";;
;57;1;"آشنايي با نرم افزار OLGA";;
;58;1;"الگوريتم ارزيابي ريسک و جايگاه مبحث QRA در الگوريتم ارزيابي ريسک";;
;59;1;"تعريف HAZOP و پارامترهاي عملياتي ان";;
;66;1;"	استراتژي هاي گفتاري  در مكالمات";;
;67;1;"سيستم فراورش تصفيه گاز با آمين";;
;68;1;"سيستم فرآروش تصفيه گاز با آمين";;
;113;1;"	رشد و تكامل ورزشي";;
;114;1;"	استفاده ار بهينه از اهرمهاي بدن در فعاليتهاي ورزشي";;
;119;1;"فرايندهاي مختلف بازيافت گوگرد";;
;120;1;"آشنايي با واحد تفکيک هوا";;
;121;1;"آشنايي با سيستم پالايش گاز و تركيب گاز طبيعي (گاز شيرين - گاز ترش)";;
;122;1;"مقدمه";;
;124;1;"مقدمه اي بر انواع فرايندهاي كنترلي در ايستگاههاي تقويت فشار گاز";;
;125;1;"تعاريف";;
;126;1;"مقدمه";;
;127;1;"ضرورت تدوين و اجراي سيستم مديريت انرژي";;
;128;1;"دسته بندي استانداردها";;
;129;1;"تعاريف و مفاهيم اوليه انرژي";;
;133;1;"	آشنايي با ديدگاههاي روانشناختي كار (شيفت كاري و پريوديك)";"1-ديدگاههاي روانشناسي2-ديدگاههاي ايمني و بهداشت3- ديدگاههاي جامعه شناسي";
;134;1;"	كارايي و اثربخشي در واحدهاي بهداشتي درماني";;
;135;1;"	مفهوم شايستگي و انواع آن";;
;136;1;"	جهاني شدن و ارتباطات";"1تعاملات اجتماعي و مفاهمه 2-روابط بين الملل و تسهيلگري";
;137;1;"	اصول و مفاهيم مديريت زمان بندي پروژه و بررسي كلي فرايندهاي آن";;
;138;1;"	آشنايي مقدماتي با برنامه نويسي MACRO";;
;139;1;"فرايند پرداخت و صورت وضعيت نويسي در پروژه ها";;
;143;1;"مفاهيم و مباني معيار مصرف انرژي";;
;144;1;"مباني و مفاهيم كمپرسورها";;
;145;1;"مباني و مفاهيم مولدهاي بنزيني و ديزلي";;
;146;1;"شاخصهاي كليدي انرژي";;
;147;1;"آشنايي با شاخصهاي آماري ترازنامه انرژي كشور";;
;148;1;"سياستهاي ابلاغي مقام معظم رهبري در بخش انرژي";;
;149;1;"آشنايي مقدماتي با مفاهيم بهينه سازي انرژي(انتقال حرارت هدايتي، جابجايي و تشعشع شدت انرژي)";;
;150;1;"قوانين و مقررات و كنوانسيونهاي زيست محيطي مرتبط با مصرف انرژي";;
;151;1;"تشريح الزامات مميزي انرژي مبتني بر استاندارد";;
;152;1;"كيفيت و كميت انرژي خورشيدي";;
;153;1;"تعهدات و توافقنامه هاي  زيست محيطي جهاني";;
;157;1;"	تعريف مسئوليت و اركان آن";;
;158;1;"	قانون تاسيس وزارت نفت 1358";;
;163;1;"	اجزاء برنامه حفاظت تنفسي";"1-1-ارزشيابي محيط کار1-2- انتخاب تجهيزات حفاظتي 1-3-اجزاء RPE مطابق استاندارد OSHA";
;170;1;"آشنايي با سخت افزار درايوهاي مختلف براي اتصال به شبكه پروفي باس";;
;180;1;"System Configuration";"general layout of the system";
;184;1;"رفتار هاي سياسي مدير";;
;185;1;"شايستگي ها";"1-1-تاريخچه 1-2- تعريف و انواع آن";
;199;1;"تعاريف";;
;200;1;"1.	Have an overview of Information Technology Governance";;
;201;1;"1.	To understand the concepts and the differences between Corporate Governance and IT Governance";;
;202;1;"1.	The principles and objectives of CobiT and the CobiT framework";;
;203;1;"آشنايي با مفاهيم استانداردها";;
;205;1;"مقدمه اي بر اندازه گيري ها در ازمايشگاهها";;
;207;1;"تعريف 6 سيگما";;
;209;1;"هدف از استقرار سيستم هزينه هاي کيفيت - استراتزي بهبود هزينه هاي کيفيت";;
;220;1;"	آشنايي با سري هاي زماني";;
;221;1;"	تعريف ساختار شكست";;
;222;1;"	مديريت طرح و سبد پروژه چيست؟";;
;223;1;"	طرح ريزي كيفيت در پروژه هاي نفت و گاز";"1-1-تعريف و سياست گذاري كيفيت";
;224;1;"	تعريف محدوده پروژه";;
;225;1;"	تعريف EPM و تفاوت آن با PPM";;
;226;1;"	توسعه منشور پروژه";;
;227;1;"	مفهوم مديريت HSE";;
;228;1;"	معرفي انواع پروژه ها از نظر قراردادها";"1-1	– اماني1-2	- بيع متقابل EPCF-EPC";
;229;1;"	تعريف فعاليتها";;
;253;1;"انواع اهداف و روش هاي هدف گذاري";;
;301;1;"تحليل عاملي";;
;302;1;"جداول توافقي و آزمونهاي رابطه اي (همگني - گاما - کندال - في - کاپا - اتا - ساير)";;
;303;1;"شناخت انواع پروپزالها";;
;304;1;"هاب ها";;
;307;1;"	كليات";"1-مباني حقوقي و قواعد ماهوي";
;308;1;"رگرسيون (چندگانه - غيرخطي - لجستيک - ترتيبي)";;
;309;1;"اختلاط کار مديريتي و پژوهشي";;
;310;1;"روش‌هاي تصميم گيري چند هدفه MODM(SWT، STEM-SEMOPS ، MOLP)";;
;311;1;"مفاهيم مربوط به افشاي آماري";;
;313;1;"نصب نرم افزار و ورود داده ها(-ذخيره‌سازي و بازيابي داده‌ها -كار بر روي داده‌ها و متغيرها)";;
;315;1;"تعاريف و انواع روشهاي آسيب شناسي در سازمان";;
;316;1;"رگرسيون(-رگرسيون خطي ساده-گرسيون چندگانه -انواع رگرسيون لجستيك-بررسي خطاها)";;
;327;1;"INSTALLING AND MAINTAINING CISCO IPS SENSORS";;
;331;1;"Evaluate the Cisco ASA adaptive security appliance VPN subsystem";;
;332;1;"آشنايي و كار با DATA MANAGEMENT PLANE";;
;333;1;"ZONE BASE FIREWALL";;
;335;1;"اشنايي با انواع تجيهزات سخت افزاري";;
;336;1;"	آشنايي با مراحل مختلف راه‎اندازي و بكارگيري سيستم عامل MVS";;
;337;1;"	آشنايي با مراحل  IPL در ماشينهاي جديد.";;
;338;1;"	ساختار JCL Z/OS";;
;339;1;"	اجزاي اصلي z/os";;
;340;1;"	آشنايي با Internet و Web.";;
;341;1;"	ساختار JCL OS/390";;
;342;1;"	اجزاي اصلي OS/390";;
;343;1;"	آشنايي با نقش سيستم عامل Z/OS در محيط سيستمهاي OPEN";;
;344;1;"	طبقه بندي برنامه‎هاي تسهيلاتي و كاربرد هر كدام";;
;345;1;"	اثرات Sysplex بر Workload";;
;346;1;"	وظايف JCL  و قواعد و روشهاي كد گذاري آنها";;
;347;1;"	اثرات محيط  JCL OS/390 Parallel Sysplex را بر روي سيستم MVS و يا زير سيستم ‎هاي آن";;
;348;1;"	نحوه ايجاد پيكربندي مناسب جهت مديريت حافظه براي SMS";;
;393;1;"ارائه ديدگاه كلي از SUPRA";;
;394;1;"	تعاريف مقدماتي  DB2 UDB و محيط هاي كاربردي آن .";;
;395;1;"	دستورات SQL در داخل برنامه نويسي.";;
;396;1;"	آشنايي با انواع محصولات مختلف خانواده UDB";;
;397;1;"	دسترسي به ليست مولفه‎هاي تشخيص زبان در DB2";;
;399;1;"	مفاهيم  Performance & Tuning";;
;400;1;"	 تشريح محيط Net data و چگونگي عملكرد آن در Web Server";;
;401;1;"	پيدايش و مسير تكامل شبكه‎هاي TCP/IP";;
;402;1;"	امكانات مختلف TCP/IP";;
;403;1;"	آشنائي با ماكروهاي  NCP  و تغيير آنها";;
;404;1;"	SNA";;
;405;1;"	مفاهيم SNA";;
;406;1;"-	تعاريف ACF/VTAM";;
;407;1;"	مفاهيم اساسي VSAM و برتري آن نسبت به ساير روشهاي دسترسي";;
;408;1;" نگهداري،ايجاد و كاربرد انواع  OBJECT هاي VSAM";;
;409;1;"	 نصب سيستم CICS آماده بر روي نوار را تحت سيستم عامل محيط خود";;
;410;1;"	 آشنايي با محيط CICS و برنامه‎هاي مديريتي آن و نحوه پياده سازي و عملكرد برنامه‎ها در محيط Online";;
;411;1;"	ويژگيهاي TSO/E";;
;412;1;"	بكارگيري دستورات LOGON و LOGOFF";;
;413;1;"ابزار  برنامه نويسي در محيط AD/ADVANTAGE";;
;414;1;"	مفاهيم برنامه نويسي شيءگرا";;
;415;1;"	آشنايي با  JDK و ابزارهاي آن";;
;416;1;"	برنامه نويسي Servlet در محيط WebSphere";;
;417;1;"	 شناسايي امكانات زبان REXX";;
;419;1;"معرفي  JES2 و مراحل مختلف عملكرد آن";;
;420;1;"	لزوم بكارگيري مكانيزم هائي جهت كنترل و حفاظت منابع سيستم";;
;421;1;"	آشنايي با مفاهيم Message Queuing";;
;422;1;"آشنايي با محيط عملياتي و امكانات مانتيس براي ايجاد سيستمهاي كاربردي";;
;435;1;"مقايسه استانداردهاي بين المللي";;
;436;1;"معرفي نرم افزار  PVELITE , كاربرد آن";;
;437;1;"طراحي پايه";;
;438;1;"فلسفه طراحي بر اساس DIV1";;
;439;1;"آشنايي با استانداردهاي مرتبط با طراحي ديگهاي بخار";;
;444;1;"معرفي استاندارد SNT - TC - 1A";;
;445;1;"اصول بازرسي به روش Ph.A";;
;446;1;"اصول پروبهاي Ph.A";;
;447;1;"تئوري TOFD و اصول انکسار";;
;448;1;"اصول روش تست نشر صوتي";;
;449;1;"اصول روش تست نشر صوتي";"خصوصيات تست نشر صوتي - انواع مواد و ريزساختارهاي مواد - منابع انتشار  نشر صوتي - انتشار امواج - ميرايي امواج - اثرات kaiser  و felicity";
;451;1;"آشنايي با انواع سيلندرها";;
;452;1;"انواع و کاربرد آسانسورها";;
;453;1;"نحوه بازرسي تيوبها و محاسبات مربوط به آنها";;
;454;1;"مباني طراحي در کوره ها و بويلرها";;
;455;1;"معرفي انواع شيرهاي صنعتي و اجزاي آنها";" شيرپروانه - شيرايمني  ـ شير كشوئي  ـ شيرمخروطي - شيرگلوئي  ـ شيركروي  ـ شيرسوزني -شيرتخليه  ديگ  بخارـ شيريكطرفه - شير سماوري - شير سه راهه و چهار راهه";
;456;1;"معرفي انواع مختلف شيرهاي صنعتي";" شير هاي اطمينان - ادوات فشار شکن و خلا شکن";
;457;1;"تعاريف و ضوابط عمومي طراحي";;
;458;1;"مشخصات ابعادي و ظاهري محصول";"بر اساس IGS / IPS / EN-1555";
;459;1;"تعريف و آشنايي با انواع رزين ها و كامپوزيتها";"GRP -GRV -FRP -GRP/PP -GRP/PVC -…";
;460;1;"آشنايي با انواع لوله هاي لاستيکي";"لوله هاي لاستيكي شناور -لوله هاي لاستيكي نيمه شناور -لوله هاي لاستيكي زيردريايي";
;461;1;"كاربردهاي ROV";"مشاهدات زير دريايي - بازرسي سازه ها و سكوهاي دريايي و ساحلي - بازرسي از خطوط لوله - نقشه برداري - كمك در انجام عمليات حفاري - كمك به انجام عمليات ساخت - پاك سازي قطعات مخروبه -تجهيزات زيردريايي-كشف و نجات اجساد و اجسام زيردريا-جايگزيني غواصان";
;462;1;"مشخصات فني گويهاي شناور";"مدل - نوع - ظرفيت - وزن - عمرسرويس دهي - عمق آب و غيره";
;464;1;"مقدمه";"1-1-تاريخچه پيدايش پلي اتيلن 1-2-تاريخچه كاربرد لوله هاي پلي اتيلن 1-3-معرفي انواع لوله هاي پلاستيكي كتداول 1-4-آشنايي با ساختار مولكولي PE";
;500;1;"ابزارهاي عمومي و  محل كاربرد آنها";"آچار هاي عمومي ( انبردست،پيچ‌گوشتي، آچارهاي تخت و رينگي وفرانسه ، لوله گير ، انبر قفلي )-آچارهاي چكش خور-آچارهاي بكس ، مغزي ، آلن-آچار تركمتر-آچار C -خار جمع كن و خارباز كن -سوهان ( تخت ، دم موشي ، نيم گرد و مثلث) -سمبه";
;502;1;"آشنايي با مجموعه کارها و عمليات مورد نياز در يک overhaul";;
;503;1;"مباني ارتعاشات";"مفاهيم پايه ارتعاشات - تشديد - ارتعاشات ميرا - ارتعاشات اجباري";
;504;1;"پردازش سيگنال ارتعاشات";"سيگنال ارتعاشي - تقويت سيگنال -فيلتركردن - پردازش حوزه زمان - پردازش حوزه فركانس(تبديل فوريه ، ويدينگ ، ميانگين گيري ) - نمايش داده هاي ارتعاشي(نموداربد ، نمودارقطبي ، نمودار سه بعدي)";
;506;1;"مقدمه";"1-1-تعريف قدرت و  نحوه انتقال آن1-2- مقايسه ميزان انتقال قدرت مبان زنجير ،تسمه و چرخدنده";
;507;1;"آشنايي با اصول و تكنيكهاي بالانس";;
;508;1;"لوله ها ";"آشنايي با لوله و تيوب ها و تفاوت آنها -لوله هاي با درز جوش و بدون درز -لوله هاي PE,PVC,GPR,CS,SSوآلياژي، روشهايي نامگذاري -سايز بندي -آشنايي باكاربردهاي مختلف لوله ها ؛روش هاي ساخت وخم كاري لوله ها،انواع پوششهاي داخلي و خارجي لوله ها";
;509;1;"مقدمه ";"تعريف لوله هاي غير فلزي و تاريخچه پيدايش آنها- بيان دامنه كاربرد لوله هاي غير فلزي – آشنائي با انواع لوله هاي غير فلزي (GRF – RTRP- GRV-GRE- GRVE)";
;510;1;"مقدمه و تعاريف";"آشنايي با مواد نسوز و ضرورت استفاده از آن";
;511;1;"	معرفي مقدماتي شبكه هاي همزماني";;
;512;1;"مقدمه و تعاريف";"كاربرد و انواع و فلسفه وجودي";
;513;1;"مقدمه";"اصول عملكرد كمپرسور- تعريف آب بندي و انواع آن- معرفي نشت بند گازي و كاربرد آن- آب بندي در كمپرسورهاي سانتريفوژ";
;514;1;"آشنايي با استانداردهاي طراحي تله هاي بخار";;
;515;1;"مقدمه";"1-1-هدف از پايش وضعيت تجهيزات1-2-روشهاي مختلف پايش وضعيت 1-3-جايگاه آناليز ترموگرافي در مقايسه با ساير روشها";
;516;1;"آناليز مودال";"مقدمه-تست مودال-كاربردهاي آناليزمودال (رفع اشكال، اصلاح سازه ، تطابق مدل اجزاي محدود با نتايج تجربي ، اصلاح سازه ، تحليل حساسيت تعيين نيرو تشخيص عيوب سازه اي و......) - كاربردهاي عملي آناليز مودال";
;517;1;"مفاهيم پايه";"مقدمه اي برانتشار امواج (AE) - تاريخچه علم آكوستيك - تعريف موج وانواع آن-امواج مكانيكي والكترومغناطيسي";
;518;1;"مقدمه";"1- اندازه 2- انواع اندازهاي ويژه 3- سيستم تلرانس اندازه ايزو 4- انطباقات";
;519;1;"رولکاري ورقها";"رول ورق با دستگاه";
;520;1;"شناخت مواد و مصالح";"آشنايي با مواد ساخت مدل در ريختگري و مشخصات و ويژگي هاي آنها نسبت به هم مانند چوب، گچ، آلومينيوم، مواد اپكسيد و غيره . مواد مورد استفاده در قالب گيري و محاسن و معايب آنها";
;521;1;"آشنايي با انواع واشرها";"واشرهاي فلزي - تفلوني -مقوايي(کاف گسکت)";
;522;1;"تهيه نقشه ساخت قطعات";"TUBE SHEET - BAFFLE - TIE ROD - TUBE - CHANNEL - SHELL - BUNNET - FLOATING HEAD";
;525;1;"اصول الكتريسته، قوانين الكتريكي و الكتروشيميايي،تئوري خوردگي و حفاظت كاتدي";;
;526;1;"آشنايي كلي با انواع لاستيكها";"1-1-لاستيكهاي طبيعي و مصنوعي";
;527;1;"آشنايي با سيستمهاي رفركتوري";;
;528;1;"آشنايي با نرم افزار هاي پردازش و سرشکني مشاهدات GPS";"LGO - GNSS SOLUTION - GEO LAB - TBC - BERNESE GPS - …";
;529;1;"برنامة جانبي Spatial Analyst در Arc GIS";;
;530;1;"محاسبه حجم عمليات خاکي با استفاده از پروفيلهاي طولي و عرضي";"خط لوله - جاده - کانال و ...";
;531;1;"آشنايي با الگوريتم و فلوچارت";;
;532;1;"معرفي نرم افزارهاي سنجش از دور (RS)";"ERMapper  - PCI Geomatica - ENVI - ERDAS - …";
;533;1;"شناخت و نياز سنجي";;
;534;1;"تعاريف و مفاهيم اوليه";;
;535;1;"شناخت انواع قالبها از لحاظ نوع جنس و مصالح و موارد كاربرد هر يك از آنها";;
;536;1;"آشنايي با مصالح نوين";;
;537;1;"مزاياي اسکلت پيچ و مهره اي نسبت به اسکلتهاي جوشي";"سرعت بالا در نصب ، حذف جوش در سايت، منتفي شدن جوش سر بالا، ايمني بالاتر، قابليت کنترل بهتر اجزاي اسکلت، امکان طراحي اتصالات خاص، و ...";
;538;1;"عدم اجراي جوش مناسب";;
;539;1;"مروري بر تئوري موج";"1-1-معادلات امواج 1-2-امواج با دامنه محدود 1-3-انكسار و تفرق و انعكاس 1-4-امواج ناشي از باد 1-5-اندكنش موج 1-6-سازه";
;548;1;"	موارد استفاده PACKER";;
;549;1;"	آشنايي با سيستم رانش يدك كشهاي ASD";;
;550;1;"معرفي و توضيح تئوري تکتونيک صفحات و پوسته ها";;
;551;1;"مقدمه اي بر انواع تحليل غير خطي سازه ها";;
;552;1;"علل آسيب پذيري عضو بتني";"بالا بودن نسبت آب به سيمان-خطاهاي طراحي و ساخت و بهره برداري-عوامل محيطي-خوردگي ميلگرد";
;553;1;"انواع جدا سازها:";"جدا سازهاي لاستيکي با هسته سربي(LRB)-جدا سازهاي لاستيکي با ميرايي زياد(HDRB)-جداسازهاي اصطکاکي";
;554;1;"انواع آتش و مشخصات آن";"آتشهاي سلولزي-آتشهاي هيدرو کربني و ...";
;555;1;"معرفي انواع ساختمانهاي سبک سرد نورد شده فولادي";;
;556;1;"مقدمه و مباني";;
;557;1;"ملاحظات كلي";;
;558;1;"ملاحظات كلي";"ضريب اهميت- طبقه بندي سازه بر حسب شكل- انتخاب روش تحليل-حركت زمين";
;559;1;"ملاحظات كلي";"حدود كاربرد-انواع مخزن-مطالعه ويژه ساختگاه-مطالعه مكانيك خاك-";
;560;1;"ملاحظات كلي";;
;561;1;"ملاحظات كلي";;
;562;1;"ملاحظات كلي";;
;563;1;"گستره";;
;564;1;"مقدمه و آشنايي با منوها";;
;565;1;"سازه هاي پوسته اي و غشايي";"1-1-تحليل و طراحي دال 1-2-تحليل و طراحي مخازن 1-3-تحليل و طراحي دودكش 1-4تحليل و طراحي ظروف";
;566;1;"معرفي اجمالي منوهاي نرم افزار";;
;567;1;"عمليات مدل سازي هندسي";;
;568;1;"معرفي رکوردهاي زلزله";"به صورت تئوري ارائه گردد";
;569;1;"انواع ساختمانهاي صنعتي و کاربري آنها";;
;570;1;"بررسي انواع تانکهاي دو پوسته و کاربرد آنها";"بتني-فولادي";
;571;1;"بررسي انواع پي هاي تانکهاي ذخيره مواد نفتي";;
;576;1;"مقدمه ، تاريخچه و تعريف نانو پوشش ها";;
;577;1;"اثر اندازه ذرات بر ويژگيهاي مواد";"نانو ساختارهاي بدون بعد - تک بعد - دو بعد-سه بعد";
;579;1;"مفاهيم و اصول شناخت پرتو ايکس";"تعريف بلور و صفحات بلور - چگونگي توليد پرتو  ايکس - آماده سازي نمونه -رعايت نکات HSE حين کار";
;580;1;"آشنايي با چگونگي عملکرد مگنترون اسپاترينگ و التراسونيک";"اساس عملکردي-انتخاب نوع دستگاه براساس کاربرد-تاثير امواج فرکانسي مختلف در توان عملکردي-نحوه استفاده از دستگاه در محيط هايي با اسيديته بالا";
;581;1;"	مقدمه اي بر نانو فيلترها و نانو غشاها";;
;582;1;"کاربرد نانو تکنولوژي در  بهبود خواص سيمان حفاري";;
;583;1;"معرفي نانو مواد مورد استفاده در ازدياد برداشت مواد نفت";"هيدروژلها - نانو امولسيونها - نانوکاتاليستها";
;584;1;"مقدمه اي بر ازدياد برداشت نفت";;
;585;1;"استفاده از نانوتکنولوژي در شناسايي  آلاينده هاي محيط زيست";"آب - خاک - هوا - پسماندها - پساب";
;586;1;"کاربرد نانوفناوري در  تصفيه آب صنعتي";;
;587;1;"مقدمه اي بر نانو تريبولوژي";"تعاريف -ويژگيها -تاريخچه -اهميت-استفاده از نانو ذرات در روانكاري";
;588;1;"مروري کوتاه بر پديده جذب سطحي";;
;589;1;"مروري کوتاه بر پديده جذب سطحي";;
;590;1;"آشنايي با ويژگيهاي نانو اکسيدهاي فلزي";;
;591;1;"آئروژل چيست";;
;593;1;"معرفي نانو ساختارهاي كربني و اكسيدهاي نانو ساختار";;
;595;1;"THE EMAIL SCREEN";;
;596;1;"TELEPHONING BASICS:IDENTIFYING YOURSELF,GETTING THROUGH";;
;597;1;"WELCOMING YOUR AUDIENCE";;
;598;1;" آشنايي بااصطلاحات تخصصي کليات بهداشت حرفه اي به زبان انگليسي";"عوامل زيان آور محيط کار :  فيزيکي(نور، صدا، ارتعاش، شرايط جوي ، پرتوها) -عوامل شيميايي- بيولوژيکي - مکانيکي-رواني-ارگونومي";
;599;1;"اصطلاحات و واژگان انگليسي در محيط زيست";;
;600;1;"FORMULA";;
;615;1;"	مقدمه اي بر سيالات و هيدروليك لوله ها";;
;623;1;"انواع فنها و دمنده ها و كاربرد آنها در صنعت";"معرفي و كاربرد و انواع فنها و دمنده هاي گريز از مركز -معرفي و كاربرد و انواع فنها و دمنده هاي محوري";
;629;1;"روشهاي انتقال حرارت";;
;630;1;"رعايت نکات HSE هنگام خروج مبدل حرارتي از سرويس";"گرفتن مجوز - تست گاز";
;631;1;"بر اساس نيازهاي واحدهاي عملياتي طراحي و انتخاب، بهره برداري و تعميرات مبدلهاي حرارتي مربوطه را ارائه مي گردد";;
;632;1;"روشهاي انتقال حرارت";;
;633;1;"بر اساس نيازهاي واحدهاي عملياتي طراحي و انتخاب، بهره برداري و تعميرات كوره هاي مربوطه را ارائه مي گردد";;
;634;1;"بر اساس نيازهاي واحدهاي عملياتي طراحي و انتخاب، بهره برداري و تعميرات شيرهاي صنعتي مربوطه را ارائه مي گردد";;
;635;1;"رعايت نکات HSE هنگام خروج  از سرويس";"گرفتن مجوز - تست گاز";
;636;1;"رعايت نکات HSE هنگام خروج  از سرويس";"گرفتن مجوز";
